id,first_name,last_name,position,id_team,abbreviation,city,conference,division,full_name,name
912,Sergei,Bazarevich,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
913,Julius,Nwosu,Unknown,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
914,Trevor,Ruffin,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
915,Yinka,Dare,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
916,Greg,Minor,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
917,Clifford,Rozier,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
918,Charlie,Ward,Unknown,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
919,Dontonio,Wingfield,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
920,Aaron,Swinson,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
921,Jim,McIlvaine,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
922,Juwan,Howard,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
923,James,Blackwell,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
924,Ivano,Newbill,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
925,Dwayne,Morton,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
926,Chris,Childs,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
927,Ryan,Lorthridge,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
928,Elmer,Bennett,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
929,Darrick,Martin,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
930,Jerome,Harmon,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
931,Mark,Strickland,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
932,Eldridge,Recasner,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
933,Darrell,Armstrong,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
934,Derrick,Phelps,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
935,Cherokee,Parks,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
936,Loren,Meyer,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
937,Charles,Claxton,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
938,Eric,Williams,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
939,Junior,Burrough,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
940,Brent,Barry,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
941,Chris,Carr,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
942,Michael,Finley,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
943,Greg,Ostertag,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
944,Eric,Snow,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
945,Sherell,Ford,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
946,Jerry,Stackhouse,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
947,Jeff,Webster,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
948,Rasheed,Wallace,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
949,Arvydas,Sabonis,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
950,Gary,Trent,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
951,Randolph,Childress,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
952,Bryant,Reeves,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
953,Lawrence,Moten,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
954,Jason,Caffey,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
955,George,Zidek,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
956,Alvin,Heggs,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
957,Joe,Smith,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
958,Alan,Henderson,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
959,Travis,Best,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
960,Damon,Stoudamire,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
961,Jimmy,King,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
962,Ed,O'Bannon,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
963,Lou,Roe,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
964,Theo,Ratliff,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
965,Antonio,McDyess,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
966,Bob,Sura,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
967,Donny,Marshall,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
968,John,Amaechi,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
969,Tyus,Edney,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
970,Jerome,Allen,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
971,Kevin,Garnett,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
972,Mark,Davis,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
973,Marques,Bragg,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
974,Shawn,Respert,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
975,Fred,Hoiberg,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
976,Frankie,King,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
977,Don,Reid,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
978,Kurt,Thomas,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
979,Sasha,Danilovic,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
980,Terrence,Rencher,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
981,Cory,Alexander,Unknown,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
982,Howard,Nathan,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
983,Todd,Mundt,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
984,David,Vaughn,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
985,Log,Vander Velden,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
986,Ashraf,Amaya,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
987,Stefano,Rusconi,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
988,Larry,Sykes,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
989,Vincenzo,Esposito,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
990,Corliss,Williamson,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
991,Rastko,Cvetkovic,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
992,Corey,Beck,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
993,Voshon,Lenard,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
994,Anthony,Goldwire,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
995,Andrew,DeClercq,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
996,Richard,Manning,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
997,Clint,McDaniel,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
998,Martin,Lewis,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
999,Dwayne,Whitfield,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1000,Mario,Bennett,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1001,Melvin,Booker,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1002,Darryl,Johnson,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1003,John,Coker,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1004,Donnie,Boyce,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1005,Thomas,Hamilton,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1006,Robert,Churchwell,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1007,Cuonzo,Martin,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1008,Cedric,Lewis,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1009,Antoine,Walker,F,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1010,Brett,Szabo,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1011,Brent,Scott,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1012,Erick,Dampier,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1013,Jerome,Williams,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1014,John,Wallace,Unknown,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1015,Walter,McCarty,Unknown,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1016,Marcus,Camby,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1017,Donald,Whiteside,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1018,Shareef,Abdur-Rahim,F,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1019,Roy,Rogers,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1020,Ben,Wallace,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1021,Reggie,Geary,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1022,Vitaly,Potapenko,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1023,Ed,O'Bannon,F,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1024,Kerry,Kittles,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1025,Erick,Strickland,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1026,Darvin,Ham,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1027,Stephon,Marbury,G,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1028,Shane,Heal,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1029,Dean,Garrett,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1030,Priest,Lauderdale,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1031,Ike,Austin,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1032,Loy,Vaught,F,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1033,Lorenzen,Wright,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1034,Todd,Fuller,C,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1035,Ray,Owes,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1036,Ray,Allen,G,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1037,Allen,Iverson,G,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1038,Mark,Bradtke,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1039,Steve,Nash,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1040,Ben,Davis,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1041,Derek,Fisher,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1042,Travis,Knight,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1043,Kobe,Bryant,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1044,Matt,Maloney,G,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1045,Othella,Harrington,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1046,Randy,Livingston,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1047,Emanual,Davis,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1048,Shandon,Anderson,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1049,Malik,Rose,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1050,Tony,Delk,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1051,Jeff,McInnis,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1052,Dontae',Jones,Unknown,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1053,Nate,Driggers,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1054,Samaki,Walker,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1055,Amal,McCaskill,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1056,James,Scott,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1057,Mark,Hendrickson,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1058,Aleksandar,Djordjevic,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1059,Jermaine,O'Neal,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1060,Chris,Robinson,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1061,Kevin,Salvadori,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1062,Evric,Gray,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1063,Moochie,Norris,Unknown,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1064,Devin,Gray,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1065,Martin,Muursepp,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1066,Gaylon,Nickerson,Unknown,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1067,Marcus,Brown,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1068,Robert,Werdann,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1069,Ruben,Nembhard,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1070,Jamie,Feick,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1071,Jason,Sasser,Unknown,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1072,Tony,Farmer,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1073,Shawnelle,Scott,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1074,Brian,Evans,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1075,Steve,Hamer,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1076,Dexter,Boney,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1077,Michael,Hawkins,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1078,Joe,Stephens,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1079,Horacio,Llamas,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1080,Jimmy,Carruth,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1081,Bruce,Bowen,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1082,Stevin,Smith,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1083,Matt,Steigenga,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1084,Kevin,Ollie,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1085,Bubba,Wells,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1086,Antonio,Daniels,G,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1087,Tracy,McGrady,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1088,Chris,Garner,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1089,Tim,Duncan,F,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1090,Tony,Battie,F,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1091,Bobby,Jackson,G,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1092,Danny,Fortson,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1093,Eric,Washington,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1094,Etdrick,Bohannon,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1095,Mark,Pope,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1096,Ron,Mercer,G,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1097,Chauncey,Billups,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1098,John,Thomas,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1099,Kelvin,Cato,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1100,Alvin,Williams,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1101,Maurice,Taylor,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1102,Keith,Closs,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1103,Adonal,Foyle,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1104,DeJuan,Wheat,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1105,Ed,Gray,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1106,Chris,Crawford,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1107,Zydrunas,Ilgauskas,C,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1108,Derek,Anderson,G,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1109,Brevin,Knight,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1110,Cedric,Henderson,Unknown,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1111,Rodrick,Rhodes,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1112,Jacque,Vaughn,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1113,Troy,Hudson,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1114,Jerald,Honeycutt,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1115,Jeff,Nordgaard,Unknown,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1116,Tim,Thomas,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1117,God,Shammgod,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1118,Scot,Pollard,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1119,Keith,Van Horn,Unknown,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1120,Michael,Stewart,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1121,Anthony,Johnson,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1122,Derek,Grimm,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1123,Lawrence,Funderburke,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1124,Chris,Anstey,Unknown,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1125,Rick,Brunson,Unknown,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1126,Travis,Williams,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1127,Tariq,Abdul-Wahad,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1128,Charles,Smith,Unknown,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1129,Keith,Booth,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1130,Ed,Stokes,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1131,Charles,O'Bannon,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1132,Austin,Croshere,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1133,Rusty,LaRue,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1134,Kiwane,Garris,Unknown,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1135,Marko,Milic,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1136,Johnny,Taylor,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1137,James,Cotton,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1138,James,Collins,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1139,Anthony,Parker,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1140,Jason,Lawson,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1141,Kebu,Stewart,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1142,Kelly,McCarty,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1143,Drew,Barry,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1144,Michael,McDonald,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1145,Brandon,Williams,Unknown,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1146,William,Cunningham,Unknown,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1147,Shea,Seals,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1148,Reggie,Hanson,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1149,Rashard,Lewis,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1150,Jelani,McCoy,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1151,Vladimir,Stepania,Unknown,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1152,Larry,Hughes,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1153,Casey,Shaw,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1154,Nazr,Mohammed,Unknown,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1155,Ricky,Davis,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1156,Brad,Miller,Unknown,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1157,Mikki,Moore,Unknown,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1158,Michael,Doleac,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1159,Matt,Harpring,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1160,Miles,Simon,Unknown,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1161,Jason,Williams,G,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1162,Peja,Stojakovic,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1163,Jerome,James,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1164,Peter,Aluma,Unknown,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1165,Gerard,King,Unknown,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1166,Mark,Baker,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1167,Sean,Marks,Unknown,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1168,Paul,Pierce,F,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1169,Marlon,Garnett,Unknown,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1170,Jahidi,White,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1171,Randell,Jackson,Unknown,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1172,Al,Harrington,Unknown,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1173,Shammond,Williams,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1174,Jeff,Sheppard,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1175,Roshown,McLeod,Unknown,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1176,Pat,Garrity,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1177,Gerald,Brown,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1178,Toby,Bailey,Unknown,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1179,Michael,Olowokandi,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1180,Tyrone,Nesby,Unknown,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1181,Michael,Dickerson,G,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1182,Bryce,Drew,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1183,John,Coker,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1184,Cuttino,Mobley,Unknown,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1185,Ruben,Patterson,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1186,Sam,Jacobson,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1187,Tyronn,Lue,Unknown,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1188,Kornel,David,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1189,Cory,Carr,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1190,Corey,Benjamin,Unknown,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1191,Paul,Grant,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1192,Andrae,Patterson,Unknown,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1193,Raef,LaFrentz,C,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
